number,state,title,user/login,body,created_at,updated_at,closed_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files
155843,closed,[RISCV] Compress shxadd to qc.c.muliadd when rd = rs2,svs-quic,Do this when Zba and Xqciac are both enabled.,2025-08-28T14:25:03Z,2025-09-01T07:04:41Z,2025-09-01T07:04:25Z,2025-09-01T07:04:25Z,True,1,7,4,36,13,3
155848,closed,[Clang][NFC] Rename OMPLoopTransformationDirective to OMPCanonicalLoopNestTransformationDirective,rofirrim,"This is preparatory work for the implementation of `#pragma omp fuse` in https://github.com/llvm/llvm-project/pull/139293

Not all OpenMP loop transformations makes sense to make them inherit from `OMPLoopBasedDirective`, in particular in OpenMP 6.0 'fuse' (to be implemented later) is a transformation of a canonical loop sequence.

This change renames class `OMPLoopTransformationDirective` to `OMPCanonicalLoopNestTransformationDirective` so we can reclaim that name in a later change.

",2025-08-28T14:57:24Z,2025-09-08T08:47:02Z,2025-09-08T08:47:01Z,2025-09-08T08:47:01Z,True,3,0,1,106,82,11
155842,closed,[VPlan] Introduce replaceSymbolicStrides (NFC),artagnon,Introduce VPlanTransforms::replaceSymbolicStrides factoring some code from LoopVectorize.,2025-08-28T14:24:38Z,2025-09-01T09:03:47Z,2025-09-01T09:03:47Z,2025-09-01T09:03:47Z,True,1,1,2,50,35,3
155840,closed,[flang][OpenMP] Reassociate floating-point ATOMIC update expressions,kparzysz,"This is a follow-up to PR153488, this time the reassociation is enabled for floating-point expressions, but only when associative-nath is enabled in the language options. This can be done via -ffast-math on the command line.",2025-08-28T14:21:42Z,2025-08-28T16:19:05Z,2025-08-28T16:18:57Z,2025-08-28T16:18:57Z,True,2,0,1,145,7,3
155850,closed,"Reapply ""[lit] Implement builtin umask (#94621)""",boomanaiden154,"This reverts commit faa4e35c622c13c7a565b979a6676d6cf3040cd4.

This was originally reverted because it was using a Python 3.9 feature (umask in subprocess.Popen) when LLVM only requires Python 3.8. This patch uses os.umask instead, which has been around for longer.",2025-08-28T15:07:09Z,2025-08-30T00:20:16Z,2025-08-29T17:50:42Z,2025-08-29T17:50:42Z,True,7,0,1,66,7,9
155839,closed,Reland: [OpenMP][clang] 6.0: num_threads strict (part 3: codegen),ro-i,"OpenMP 6.0 12.1.2 specifies the behavior of the strict modifier for the
num_threads clause on parallel directives, along with the message and
severity clauses. This commit implements necessary codegen changes.

Note: this is https://github.com/llvm/llvm-project/pull/146405 + the second commit that uses the existing `INTPTR_T_TY` variable for the getelementptr index type instead of i64. This is necessary because the target triple in `clang/test/OpenMP/parallel_num_threads_codegen.cpp` is `%itanium_abi_triple` and thus expands to the target triple of the current machine. Should thus fix https://lab.llvm.org/buildbot/#/builders/154/builds/20818",2025-08-28T14:17:19Z,2025-09-02T17:33:46Z,2025-08-28T19:00:15Z,2025-08-28T19:00:15Z,True,4,2,4,17060,465,29
155834,closed,[VPlan] Improve iterator-related code (NFC),artagnon,,2025-08-28T13:32:45Z,2025-08-28T17:41:22Z,2025-08-28T17:41:18Z,2025-08-28T17:41:17Z,True,2,0,1,5,8,1
155838,closed,"[Dexter] Update Dexter lit substitutions, making lldb-dap the default",SLTozer,"This patch updates Dexter's lit test setup, making lldb-dap the default debugger where available; as part of this, I've replaced references to `--debugger lldb` with new substitutions that provide the debugger and executable path: one substitution returns just lldb for the tests that require it (all the LLDB-using tests in `dexter-tests`), and the other which provides the system-preferred debugger for the tests that should be able to run with any debugger (all the tests in `feature_tests`).

As a small note, one test generates output that differs between lldb and lldb-dap - for this test specifically, we add an lldb-dap feature so that it can be marked XFAIL if we fall back to using LLDB.",2025-08-28T14:08:35Z,2025-08-29T13:28:17Z,2025-08-29T13:28:17Z,2025-08-29T13:28:17Z,True,4,4,5,68,100,40
155837,closed,[clang-format] Fix TableGen nested DAGArg format,hnakamura5,"Fixes https://github.com/llvm/llvm-project/issues/154634. 
Allow inserting space before DAGArg's opener paren when nested.",2025-08-28T14:07:31Z,2025-08-31T07:08:35Z,2025-08-31T07:08:35Z,2025-08-31T07:08:35Z,True,1,3,2,19,1,2
155836,closed,libclc: CMake: include GetClangResourceDir,rjodinchr,`get_clang_resource_dir` is not guarantee to be there. Make sure of it by including `GetClangResourceDir`.,2025-08-28T14:06:20Z,2025-08-28T16:57:47Z,2025-08-28T16:56:33Z,2025-08-28T16:56:33Z,True,2,0,1,1,0,1
155833,closed,[FuncSpec] Invalidate analysis by setting MadeChanges explicitly,XChy,"As reported in https://github.com/llvm/llvm-project/issues/154668#issuecomment-3233294078, we missed invalidating analysis as we don't set the MadeChanges to true after removing dead functions.

This patch makes it explicit to remove the dead functions marked by FuncSpec in SCCP and set MadeChanges correctly.",2025-08-28T13:29:47Z,2025-08-28T17:12:35Z,2025-08-28T17:12:35Z,2025-08-28T17:12:35Z,True,4,0,1,5,2,1
155831,closed,[clang][bytecode] Lazily create DynamicAllocator,tbaederr,"Due to all the tracking via map(s) and a BumpPtrAllocator, the creating and destroying the DynamicAllocator is rather expensive. Try to do it lazily and only create it when first calling
InterpState::getAllocator().",2025-08-28T13:14:35Z,2025-09-02T15:57:18Z,2025-09-02T15:57:18Z,2025-09-02T15:57:18Z,True,2,2,1,15,5,2
155832,closed,[SCEVDivision] Add SCEVDivisionPrinterPass with corresponding tests,kasuga-fj,"This patch introduces `SCEVDivisionPrinterPass` and registers it under the name `print<scev-division>`, primarily for testing purposes. This pass invokes `SCEVDivision::divide` upon encountering `sdiv`, and prints the numerator, denominator, quotient, and remainder. It also adds several test cases, some of which are currently incorrect and require fixing.

Along with that, this patch added some comments to clarify the behavior of `SCEVDivision::divide`, as follows:

- This function does NOT actually perform the division
- Given the `Numerator` and `Denominator`, find a pair `(Quotient, Remainder)` s.t. `Numerator = Quotient * Denominator + Remainder`
- The common condition `Remainder < Denominator` is NOT necessarily required
- There may be multiple solutions for `(Quotient, Remainder)`, and this function finds one of them
  - Especially, there is always a trivial solution `(0, Numerator)`
- The following computations may wrap
  - The multiplication of `Quotient` and `Denominator`
  - The addition of `Quotient * Denominator` and `Remainder`

Related discussion: #154745 ",2025-08-28T13:17:59Z,2025-08-29T12:13:56Z,2025-08-29T10:28:02Z,2025-08-29T10:28:02Z,True,3,16,3,240,2,6
155823,closed,[Offload] Add `OL_DEVICE_INFO_MAX_WORK_SIZE[_PER_DIMENSION]`,RossBrunton,"This is the total number of work items that the device supports (the
equivalent work group properties are for only a single work group).
",2025-08-28T12:03:43Z,2025-08-29T08:39:19Z,2025-08-29T08:39:19Z,2025-08-29T08:39:19Z,True,2,0,1,44,3,6
155826,closed,[ADT] Fix signed integer overflow,WillFroom,"Fixes the signed overflow for signed types > int after #155549, as integer promotion would result in `Val * 37U` being signed which would result in UB signed overflow for large values ",2025-08-28T12:43:53Z,2025-08-28T13:51:38Z,2025-08-28T13:49:18Z,2025-08-28T13:49:18Z,True,2,0,1,2,1,1
155820,closed,AMDGPU: Add tests for atomics with AGPR operands,arsenm,"The handling of AGPR vs. VGPR operand restrictions is
broken and results in bugs like #155777 and missed optimizations.
Add some baseline tests for future improvements.",2025-08-28T11:32:24Z,2025-08-28T13:21:09Z,2025-08-28T13:21:07Z,2025-08-28T13:21:07Z,True,2,4,2,4689,0,5
155830,closed,ADT: Make function_ref constexpr,arsenm,,2025-08-28T13:08:52Z,2025-08-28T14:29:42Z,2025-08-28T14:29:37Z,,False,4,0,1,8,8,1
155816,closed,[libc++] Optimize map::insert_or_assign,philnik777,"`__emplace_unique` uses `__find_equal`, which can be significantly faster than `lower_bound`. As a nice side-effect, this also changes the implementation to the ""naive"" implementation of trying `insert` first, and if that fails assign instead. This also matches the `insert_or_assign` overloads with a hint.

```
Zen 2:
--------------------------------------------------------------------------------------------------------
Benchmark                                                                            old             new
--------------------------------------------------------------------------------------------------------
std::map<int, int>::insert_or_assign(key, value) (already present)/0             1.62 ns         1.53 ns
std::map<int, int>::insert_or_assign(key, value) (already present)/32            5.78 ns         5.99 ns
std::map<int, int>::insert_or_assign(key, value) (already present)/1024          21.5 ns         15.4 ns
std::map<int, int>::insert_or_assign(key, value) (already present)/8192          26.2 ns         20.5 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/0                   22.5 ns         21.1 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/32                  42.9 ns         28.4 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/1024                 118 ns         92.0 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/8192                 227 ns          173 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/0     13.2 ns         18.9 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/32    65.6 ns         39.0 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/1024   127 ns         64.4 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/8192   134 ns         71.4 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/0           45.6 ns         37.3 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/32           142 ns         93.3 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/1024         288 ns          147 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/8192         368 ns          182 ns

Apple M4:
--------------------------------------------------------------------------------------------------------
Benchmark                                                                              old           new
--------------------------------------------------------------------------------------------------------
std::map<int, int>::insert_or_assign(key, value) (already present)/0              0.784 ns      0.740 ns
std::map<int, int>::insert_or_assign(key, value) (already present)/32              2.52 ns       1.77 ns
std::map<int, int>::insert_or_assign(key, value) (already present)/1024            8.72 ns       4.06 ns
std::map<int, int>::insert_or_assign(key, value) (already present)/8192            10.6 ns       3.98 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/0                     17.3 ns       17.2 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/32                    22.5 ns       19.3 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/1024                  56.8 ns       33.5 ns
std::map<int, int>::insert_or_assign(key, value) (new value)/8192                  88.2 ns       41.0 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/0       16.6 ns       11.8 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/32      13.7 ns       30.7 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/1024    46.7 ns       49.1 ns
std::map<std::string, int>::insert_or_assign(key, value) (already present)/8192    41.9 ns       76.9 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/0             40.0 ns       40.5 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/32            38.9 ns       40.0 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/1024          84.9 ns       96.9 ns
std::map<std::string, int>::insert_or_assign(key, value) (new value)/8192           166 ns        149 ns
```",2025-08-28T11:00:46Z,2025-09-04T14:28:09Z,2025-08-29T16:48:11Z,2025-08-29T16:48:11Z,True,1,1,1,54,12,3
155819,closed,[RISCV] Use QC_E_LI to materialise addresses,svs-quic,"This is only used in the small code model and when `Xqcili` is enabled, where addresses would otherwise use `LUI/ADDI`. Other code models need to use pc-relative addressing. This patch does this for global/block addresses, constant pools and jumptables.

Overall, this gives a better code size saving as` QC.E.LI` is easier to relax to `QC.LI/LI` etc than` LUI/ADDI` (especially when the `LUI/ADDI` might have sharing, or be split apart). `QC.E.LI` has the `RISCV_QC_E_32` local relocation attached to it.",2025-08-28T11:26:24Z,2025-09-05T07:28:33Z,2025-09-05T07:28:29Z,2025-09-05T07:28:29Z,True,5,2,6,401,1,5
155815,closed,AMDGPU: Add missing verifier tests for load/store AGPR case,arsenm,,2025-08-28T10:44:49Z,2025-08-28T12:23:28Z,2025-08-28T12:23:26Z,2025-08-28T12:23:26Z,True,2,0,1,92,0,1
155813,closed,[lldb][test] Run ranges::ref_vew test only for libc++,da-viper,"Remove redundant build step in std::ranges::ref_view test, this causes it use `libstdc++` on linux instead of `libc++` .",2025-08-28T10:23:27Z,2025-08-28T11:14:07Z,2025-08-28T11:14:07Z,2025-08-28T11:14:07Z,True,1,0,1,0,1,1
155811,closed,[lldb] Add lldbHost dependency to lldbProtocolMCP,nikic,"Fixes linker error:

```
/usr/bin/ld: /tmp/lto-llvm-013f16.o: in function `lldb_private::JSONTransport<lldb_protocol::mcp::Request, lldb_protocol::mcp::Response, lldb_protocol::mcp::Notification>::OnRead(lldb_private::MainLoopBase&, lldb_private::Transport<lldb_protocol::mcp::Request, lldb_protocol::mcp::Response, lldb_protocol::mcp::Notification>::MessageHandler&)':
/usr/bin/../lib/gcc/x86_64-redhat-linux/15/../../../../include/c++/15/bits/unique_ptr.h:1085:(.text._ZN12lldb_private13JSONTransportIN13lldb_protocol3mcp7RequestENS2_8ResponseENS2_12NotificationEE6OnReadERNS_12MainLoopBaseERNS_9TransportIS3_S4_S5_E14MessageHandlerE+0x7fc): undefined reference to `lldb_private::TransportUnhandledContentsError::TransportUnhandledContentsError(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)'
```",2025-08-28T10:17:01Z,2025-08-28T18:42:22Z,2025-08-28T18:42:20Z,2025-08-28T18:42:20Z,True,1,0,1,1,0,1
155809,closed,"Revert ""[OpenMP][clang] 6.0: num_threads strict (part 3: codegen)""",ro-i,"Reverts llvm/llvm-project#146405

Reverting for further investigation due to getelementptr index size mismatch on ARM buildbot:
```
/home/tcwg-buildbot/worker/clang-armv8-quick/llvm/clang/test/OpenMP/parallel_num_threads_codegen.cpp:86:11: error: OMP60: expected string not found in input
// OMP60: [[ARRDECAY:%.+]] = getelementptr inbounds [4 x i8], ptr [[STR:%.+]], i64 0, i64 0
          ^
<stdin>:55:51: note: scanning from here
 call void (ptr, i32, ptr, ...) @__kmpc_fork_call(ptr @1, i32 0, ptr @main.omp_outlined.1)
                                                  ^
<stdin>:58:8: note: possible intended match here
 %arraydecay = getelementptr inbounds [4 x i8], ptr %str, i32 0, i32 0
       ^

Input file: <stdin>
Check file: /home/tcwg-buildbot/worker/clang-armv8-quick/llvm/clang/test/OpenMP/parallel_num_threads_codegen.cpp

-dump-input=help explains the following input dump.

Input was:
<<<<<<
            .
            .
            .
           50:  call void @__kmpc_push_num_threads(ptr @1, i32 %0, i32 2)
           51:  call void (ptr, i32, ptr, ...) @__kmpc_fork_call(ptr @1, i32 0, ptr @main.omp_outlined)
           52:  %1 = load i8, ptr %a, align 1
           53:  %2 = sext i8 %1 to i32
           54:  call void @__kmpc_push_num_threads(ptr @1, i32 %0, i32 %2)
           55:  call void (ptr, i32, ptr, ...) @__kmpc_fork_call(ptr @1, i32 0, ptr @main.omp_outlined.1)
check:86'0                                                       X~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ error: no match found
           56:  call void @llvm.memcpy.p0.p0.i32(ptr align 1 %str, ptr align 1 @__const.main.str, i32 4, i1 false)
check:86'0     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
           57:  store ptr @.str, ptr %str1, align 4
check:86'0     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
           58:  %arraydecay = getelementptr inbounds [4 x i8], ptr %str, i32 0, i32 0
check:86'0     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
check:86'1            ?                                                                possible intended match
...
```",2025-08-28T10:12:16Z,2025-08-28T10:12:55Z,2025-08-28T10:12:53Z,2025-08-28T10:12:53Z,True,1,0,1,463,17061,30
155804,closed,[NVPTX] Add max/minimumnum to ISel,LewisCrawford,"Add direct support for the LLVM `maximumnum` and `minimumnum` intrinsics, rather than lowering them to a sequence of compare + select instructions.

The `maximumnum` and `minimumnum` intrinsics map directly to PTX `max`/`min` instructions.

In future, the LLVM `maxnum`/`minnum` intrinsics might need some fix-ups for sNaN handling added, but currently, both `llvm.maxnum` and `llvm.maximumnum` will map directly to PTX `max` instructions.",2025-08-28T09:47:26Z,2025-08-29T19:59:56Z,2025-08-29T09:32:08Z,2025-08-29T09:32:08Z,True,2,8,3,426,4,3
155803,closed,[clang] Optimize EmbedExpr child iterator callback,tbaederr,"Instead of querying the bitwidth and signeness of the integer literal for every iteration, get the bitwidth directly from the `APIntStorage` and assume the signeness to be `true` since we set the type of the `EmbedExpr` to `Ctx.IntTy` and the type of the integer literal to that of the `EmbedExpr`, so it should always be signed, as long as `ASTContext::IntTy` is signed.

Before:
```
$ hyperfine -r 50 -w 3 'bin/clang -c ../../benchmarks/embed.cpp -std=c++20 -fconstexpr-steps=1000000000'
Benchmark 1: bin/clang -c ../../benchmarks/embed.cpp -std=c++20 -fconstexpr-steps=1000000000
  Time (mean ± σ):      1.796 s ±  0.090 s    [User: 0.961 s, System: 0.834 s]
  Range (min … max):    1.640 s …  2.150 s    50 runs
```
After:
```
$ hyperfine -r 50 -w 3 'bin/clang -c ../../benchmarks/embed.cpp -std=c++20 -fconstexpr-steps=1000000000'
Benchmark 1: bin/clang -c ../../benchmarks/embed.cpp -std=c++20 -fconstexpr-steps=1000000000
  Time (mean ± σ):      1.700 s ±  0.050 s    [User: 0.909 s, System: 0.789 s]
  Range (min … max):    1.637 s …  1.880 s    50 runs
```

That is roughly .1s less, or whatever, 5% or something.

The benchmark is simply:
```c++
constexpr char str[] = {
#embed ""sqlite3.c"" suffix(,0)
};

constexpr char str2[] = {
#embed ""sqlite3.c"" suffix(,0)
};

constexpr char str3[] = {
#embed ""sqlite3.c"" suffix(,0)
};
```
where `sqlite3.c` contains the sqlite3 amalgamation (roughly 9 million characters).

",2025-08-28T09:46:40Z,2025-08-28T14:46:10Z,2025-08-28T14:46:10Z,2025-08-28T14:46:10Z,True,1,0,1,6,4,4
155801,closed,[mlir][nvgpu] Move dependent dialect from C++ to TableGen for nvgpu-to-nvvm pass (NFC),linuxlonelyeagle,Removed the getDependentDialects function from the convert-nvgpu-to-nvvm pass and instead use TableGen to define dependent dialects.,2025-08-28T09:30:42Z,2025-08-29T00:49:33Z,2025-08-29T00:49:33Z,2025-08-29T00:49:33Z,True,3,8,2,4,6,2
155793,closed,[Sema] Allow zero-size allocations for -Walloc-size,vvuksanovic,"Allocations of size zero are usually done intentionally and then reallocated before use.

Fixes #155633",2025-08-28T08:59:07Z,2025-09-02T15:18:56Z,2025-09-02T15:18:56Z,2025-09-02T15:18:56Z,True,8,0,1,14,24,8
155792,closed,[llvm] Proofread Benchmarking.rst,kazutakahirata,,2025-08-28T08:53:37Z,2025-08-28T14:44:36Z,2025-08-28T14:44:24Z,2025-08-28T14:44:24Z,True,0,0,1,10,10,1
155791,closed,[AVR] Remove unnecessary casts (NFC),kazutakahirata,"getSubtargetImpl() already returns const AVRSubtarget *.
",2025-08-28T08:53:14Z,2025-08-28T14:44:30Z,2025-08-28T14:44:16Z,2025-08-28T14:44:16Z,True,0,0,1,2,2,1
155789,closed,[ADT] Define SetVector::count in terms of SetVector::contains (NFC),kazutakahirata,"We can avoid repeating the same code in count by delegating to
contains.

While I am at it, this patch adds [[nodiscard] to contains and count.
",2025-08-28T08:52:30Z,2025-08-28T14:44:11Z,2025-08-28T14:44:00Z,2025-08-28T14:44:00Z,True,1,0,1,3,7,1
155790,closed,"[ADT] ""Inline"" TestAndEraseFromSet into SetVector::remove_if (NFC)",kazutakahirata,"TestAndEraseFromSet is used only from SetVector::remove_if.  This
patch ""inlines"" the struct into its sole user in the form of a lambda
function.

FWIW, ""git blame"" shows that TestAndEraseFromSet dates back to 2012.
Most likely, the lambda function wasn't an option yet back then.
",2025-08-28T08:52:48Z,2025-08-28T14:44:24Z,2025-08-28T14:44:08Z,2025-08-28T14:44:08Z,True,1,0,1,7,25,1
155788,closed,[ADT] Teach SmallSetVector to inherit constructors (NFC),kazutakahirata,"This patch teaches SmallSetVector to inherit constructors from the
base class with ""using"".  This way, we can remove all of the manually
defined constructors in SmallSetVector.
",2025-08-28T08:52:13Z,2025-08-28T14:44:01Z,2025-08-28T14:43:52Z,2025-08-28T14:43:52Z,True,1,0,1,1,11,1
155784,closed,MC: Fix NOP insertion between fused instructions that breaks macro fusion,aleks-tmb,"In the https://github.com/llvm/llvm-project/commit/39c8cfb70d203439e3296dfdfe3d41f1cb2ec551 patch, getOrCreateDataFragment was optimized by eagerly allocating an empty fragment when adding a fragment with a variable-size tail. This means that in this case the current MC fragment is no longer the one where the instruction was inserted, and the check
`PendingBA && PendingBA->getNext() == OS.getCurrentFragment()` fails, since CurrentFragment is now the empty fragment instead of the fragment containing the instruction.

`PendingBA -> Fragment with a variable-size tail (contains previous instruction) -> CurrentFragment (newly allocated empty fragment)`

This breaks the macro-fusion logic because it incorrectly assumes another fragment has been inserted between the fused instructions.

Fixes https://github.com/llvm/llvm-project/issues/155045

#155316 Reland",2025-08-28T08:17:51Z,2025-08-28T09:03:41Z,2025-08-28T09:03:41Z,2025-08-28T09:03:41Z,True,2,0,1,29,2,2
155786,closed,[libc++] Disable cv-qualified arithmetic hash specializations,philnik777,"#140407 accidentally enabled `hash` for cv-qualified types. This patch disables these specializations again.
",2025-08-28T08:38:11Z,2025-08-29T16:20:04Z,2025-08-29T16:13:26Z,2025-08-29T16:13:26Z,True,4,0,1,67,4,7
155782,closed,[clang][bytecode][NFC] Clean up EvaluationResult,tbaederr,"Remove incorrect comments, unused includes, an unused function and make the Ctx member debug-build-only.",2025-08-28T08:14:58Z,2025-08-28T08:53:40Z,2025-08-28T08:53:40Z,2025-08-28T08:53:40Z,True,1,0,1,13,13,2
155785,closed,[Offload][OpenMP] Tests require libc on GPU for printf,jplehr,These tests currently fail when libc is not configured to be built as they require printf to be available in target regions.,2025-08-28T08:27:11Z,2025-08-28T12:30:22Z,2025-08-28T12:30:18Z,2025-08-28T12:30:18Z,True,1,0,2,12,0,6
155781,closed,Be smarter about the GLIBCXX_USE_CXX11_ABI default,serge-sans-paille,"It appears that unconditionally using GLIBCXX_USE_CXX11_ABI=0 is slow on modern libstdc++, while using GLIBCXX_USE_CXX11_ABI=1 breaks old buildbots, so use the compiler default unless asked to do differently.",2025-08-28T08:14:18Z,2025-08-30T07:04:46Z,2025-08-30T06:45:55Z,2025-08-30T06:45:55Z,True,1,0,1,9,1,1
155780,closed,"Revert ""[X86] Fix incorrect NOP insertion between fused instructions that breaks macro fusion""",aleks-tmb,Reverts llvm/llvm-project#155316,2025-08-28T08:12:56Z,2025-08-28T08:13:32Z,2025-08-28T08:13:22Z,2025-08-28T08:13:22Z,True,1,0,1,2,29,2
155779,closed,[AMDGPU][NFC] Reduce diff between downstream branch,mariusz-sikora-at-amd,,2025-08-28T08:00:18Z,2025-08-28T09:06:44Z,2025-08-28T09:06:37Z,2025-08-28T09:06:37Z,True,1,0,1,22,22,4
155775,closed,[X86] Fix assertion in AVX512 setcc combine due to invalid APInt mask width,abhishek-kaushik22,"The AVX512 setcc combine in X86ISelLowering was calling `APInt::getLowBitsSet` with a mask width (`Len`) that could exceed the bit width of the broadcasted scalar operand (`BroadcastOpVT.getSizeInBits()`), leading to assertion failures.

This patch replaces `Len` with the number of defined (non-undef) elements in the constant pool vector.

This ensures the generated mask is valid and avoids crashes when the constant pool contains more elements than the scalar bit width can represent.

Fixes #155762",2025-08-28T07:49:30Z,2025-08-28T14:20:56Z,2025-08-28T14:20:47Z,2025-08-28T14:20:47Z,True,1,2,2,58,1,2
155773,closed,[clang-format] Correctly annotate RequiresExpressionLBrace,owenca,Fixes #155746,2025-08-28T07:42:20Z,2025-08-28T14:40:44Z,2025-08-28T14:40:43Z,2025-08-28T14:40:43Z,True,1,0,1,9,1,2
155774,closed,AArch64: Replace @plt/%gotpcrel in data directives with %pltpcrel %gotpcrel,MaskRay,"Similar to #132569 for RISC-V, replace the unofficial `@plt` and
`@gotpcrel` relocation specifiers, currently only used by clang
-fexperimental-relative-c++-abi-vtables, with %pltpcrel %gotpcrel. The
syntax is not used in humand-written assembly code, and is not supported
by GNU assembler.
",2025-08-28T07:47:18Z,2025-08-28T07:51:51Z,2025-08-28T07:51:51Z,,False,1,0,1,103,43,7
155772,closed,[clang][bytecode] Simplify and optimize EvaluationResult,tbaederr,Remove support for saving a `Pointer` in the `EvaluationResult` since that was unused. Add `stealAPValue()` which moves the `APValue` out of the `EvaluationResult` to avoid a copy at the end of the evaluation.,2025-08-28T07:34:32Z,2025-08-28T08:28:53Z,2025-08-28T08:06:04Z,2025-08-28T08:06:04Z,True,2,0,1,22,81,4
155771,closed,Disassembler: Remove unused include,arsenm,,2025-08-28T07:18:51Z,2025-08-28T14:47:00Z,2025-08-28T14:46:58Z,2025-08-28T14:46:58Z,True,1,0,1,0,1,1
155768,closed,compiler-rt: Use OpenBSD's elf_aux_info to detect AArch64 HW features,brad0,,2025-08-28T06:57:30Z,2025-08-28T17:58:52Z,2025-08-28T17:58:47Z,2025-08-28T17:58:47Z,True,0,0,1,2,2,1
155765,closed,AMDGPU: Add tests for ds_write2 formation with agprs,arsenm,"The current handling for write2 formation is overly conservative
and cannot form write2s with AGPR inputs.",2025-08-28T06:45:13Z,2025-09-03T01:27:19Z,2025-09-03T01:27:18Z,2025-09-03T01:27:18Z,True,2,0,3,1110,0,1
155761,closed,[clang][bytecode][NFC] Remove FunctionPointer leftovers,tbaederr,from EvaluationResult. `setFunctionPointer()` is unused.,2025-08-28T06:28:02Z,2025-08-28T06:53:46Z,2025-08-28T06:53:46Z,2025-08-28T06:53:46Z,True,1,0,1,1,13,3
155756,closed,[clang][bytecode] Speed up `EvaluationResult::CheckArrayInitialized()`,tbaederr,"For large primitive arrays, avoid creating a new `Pointer` for every element (via `Pointer::isElementInitialized()`) or avoid iterating over the array altogether (via `Pointer::allElementsInitialized()`).",2025-08-28T05:45:02Z,2025-08-28T20:29:05Z,2025-08-28T07:14:23Z,2025-08-28T07:14:22Z,True,1,2,1,70,20,3
155763,closed,Add pointer auth documentation to contents,ojhunt,,2025-08-28T06:40:01Z,2025-08-29T01:04:08Z,2025-08-28T21:02:37Z,2025-08-28T21:02:37Z,True,9,0,1,1,0,1
155754,closed,[NFC][flang][OpenMP] Extract target region utils to map or clone outside values,ergawy,"Following up on #154483, this PR introduces further refactoring to extract some shared utils between OpenMP lowering and `do concurrent` conversion pass. In particular, this PR extracts 2 utils that handle mapping or cloning values used inside target regions but defined outside.

Later `do concurrent` PR(s) will also use these utils.

PR stack:
- https://github.com/llvm/llvm-project/pull/155754 ◀️
- https://github.com/llvm/llvm-project/pull/155987
- https://github.com/llvm/llvm-project/pull/155992
- https://github.com/llvm/llvm-project/pull/155993
- https://github.com/llvm/llvm-project/pull/157638
- https://github.com/llvm/llvm-project/pull/156610
- https://github.com/llvm/llvm-project/pull/156837",2025-08-28T05:30:52Z,2025-09-09T10:34:19Z,2025-09-08T12:33:00Z,2025-09-08T12:33:00Z,True,2,4,2,153,100,4
155757,closed,[clang][bytecode] Avoid copying APValue into EvaluationResult,tbaederr,"Move the `APValue` into `EvaluationResult` instead.

For a large primitive array (`#embed` of the sqlite3 amalgamation), this improves compile times by around 25%.",2025-08-28T06:04:06Z,2025-08-28T06:46:06Z,2025-08-28T06:46:06Z,2025-08-28T06:46:06Z,True,1,0,1,7,7,2
155767,closed,AMDGPU: Add debug print to load/store opt for agpr case,arsenm,,2025-08-28T06:50:04Z,2025-08-29T02:49:04Z,2025-08-29T02:49:02Z,2025-08-29T02:49:02Z,True,2,0,1,3,0,1
155753,closed,[SCCP][FuncSpec] Poison unreachable constant global variable user,XChy,"Fixes #155738.
The original assumption ""we already replaced its users with a constant"" for the global variable becomes incorrect after #154668. The users in the dead function are not simplified, in fact.
This patch poisons all the unsimplified constant global variable users.",2025-08-28T05:25:22Z,2025-08-28T11:13:28Z,2025-08-28T11:13:28Z,2025-08-28T11:13:27Z,True,1,0,2,37,3,2
